name,Phone,address_new,latitude,longitude,url,RV,Tent,Cabins,Farm
Fort Wilderness Campground-Rv,(828) 497-9331,284 Fort Wilderness Rd Whittier NC 28789,35.44125861,-83.33152893,https://www.fortwilderness.net,1,1,1,
Frisco Woods Campground,(252) 995-5208,53124 N Carolina Highway 12 Frisco NC 27936,35.23938852,-75.61991393,https://www.thefriscowoodscampground.com,1,1,1,
Goose Creek Resort,(252) 000-1111,350 Red Barn Rd Newport NC 28570,34.70209756,-76.99645814,https://www.thousandtrails.com,1,1,1,
Grandfather Campground RV,(828) 355-4535,125 Profile View Rd Banner Elk NC 28604,36.14288228,-81.7984695,https://www.grandfatherrv.com,1,1,1,
Great Smokey Mtn CAMP & RV Pk,(828) 497-2470,17 Old Soco Rd Whittier NC 28789,35.46001902,-83.31303802,https://www.greatsmokymountaincampground.com,1,1,,
Green Acres Family Campground,(252) 792-3939,1679 Green Acres Rd Williamston NC 27892,35.78098496,-77.08771055,https://www.greenacresnc.com,1,1,1,
Greensboro KOA Journey,(336) 274-4143,1896 Trox St Greensboro NC 27406,36.04613598,-79.74614818,https://www.koa.com,1,1,1,
Hawthorn Haven Cabins & Chapel,(828) 550-5565,515 Hawthorne Rd Waynesville NC 28785,35.6031074,-83.02605473,https://www.hawthornhaven.com,,,1,1
Hickory Nut Fls Family Cmpgrnd,(828) 625-4014,639 Main St Chimney Rock NC 28720,35.44029194,-82.25449978,https://www.hickorynutfallsfamilycampground.com,1,1,1,
Hide-A-Way Campground,(828) 488-2083,525 Shuler Rd # 18 Bryson City NC 28713,35.45343362,-83.3999405,https://www.campgreenbird.com,1,1,,
High Rock Lake Marina,(336) 798-1196,1013 Wafford Cir Lexington NC 27292,35.68306283,-80.25557244,https://www.highrocklakecampground.com,1,,1,
Hitching Post Campground,(828) 625-0340,620 Girls Camp Rd Mill Spring NC 28756,35.40544104,-82.21144475,https://www.hitchingpostcampground.com,1,1,,
Holiday Trav-L-Park Resort,(252) 354-2250,9102 Coast Guard Rd Emerald Isle NC 28594,34.66085254,-77.05981821,https://www.htpresort.com,1,1,,
Holly Bluff Family Campground,(336) 857-2761,4846 Nc Highway 49 S Asheboro NC 27205,35.6443312,-79.95918834,https://www.hollybluffcampground.com,1,1,,
Hollyridge Campground,(336) 367-7756,5140 River Rd Boonville NC 27011,36.25758701,-80.70901377,https://www.hollyridgecampground.com,1,1,1,
Honey Bear Campground,(828) 266-8914,229 Honey Bear Campground Rd Boone NC 28607,36.19538558,-81.71009874,https://www.honeybearcampground.com,1,1,1,
Island Hide-A-Way Campground,(252) 995-6628,47095 Buxton Back Rd Buxton NC 27920,35.26512295,-75.53040233,https://www.facebook.com/pages/Island-Hide-A-Way-Campground/616110218491717?_rdr,1,1,,
Jaymar Travel Park,(828) 685-3771,140 Jaymar Park Dr Hendersonville NC 28792,35.36847337,-82.40702462,https://www.jaymartravelpark.com,1,,,
Jernimans,(252) 928-0308,990 Irvin Garrish Hwy Ocracoke NC 27960,35.10800567,-75.97508519,https://www.jernimans.com,1,,,
Jones Station RV Park,(919) 568-0153,2710 Jones Dr Mebane NC 27302,36.03108814,-79.27951309,https://www.jonesstationrvpark.com,1,,,
Lanier's Campground,(910) 328-9431,1161 Spot Ln Surf City NC 28445,34.43167447,-77.57029356,https://www.theinletrv.com,1,,1,
Little Campground,(828) 733-8412,564 Curtis Creek Rd Elk Park NC 28622,36.16633408,-81.94058262,https://www.thelittlecampground.com,1,1,1,
Lucky Strike,(828) 738-4893,251 Lucky Strike Dr Marion NC 28752,35.55213054,-81.96450117,https://www.luckystrikegoldandgem.com,1,1,1,
Lumber River Campground,(910) 654-9985,429 Tar Lndg Evergreen NC 28438,34.39701835,-78.96536953,https://www.lumberrivercampground.com,1,1,1,
Lumberton/I-95 KOA Journey,(910) 739-4372,465 Kenric Rd Lumberton NC 28360,34.60485733,-79.09911326,https://www.koa.com,1,1,1,
Mi Mountain Campground,(828) 524-6155,151 Mi Mountain Rd Franklin NC 28734,35.22059812,-83.35210437,https://www.mimountaincampground.com,1,1,1,
Midway Campground & RV Park,(704) 546-7615,114 Midway Dr Statesville NC 28625,35.86563393,-80.70692839,https://www.midwaycampground.com,1,1,1,
Moravian Falls Campground,(336) 667-6150,536 Falls Rd Moravian Falls NC 28654,36.08693881,-81.18988385,https://www.moravianfallscampground.com,1,1,,
New Bern KOA Holiday,(252) 638-2556,1565 B St New Bern NC 28560,35.13568658,-77.02766387,https://www.koa.com,1,1,1,
Orchard Lake Campground,(828) 749-3901,460 Orchard Lake Dr Saluda NC 28773,35.19870757,-82.35502403,https://www.orchardlakecampground.com,1,1,1,
Outdoor World Corp,(252) 586-2342,561 Fleming Dairy Rd Littleton NC 27850,36.48123002,-77.9137986,https://www.thousandtrails.com,1,1,1,
Outer Banks West/Currituck,(252) 453-2732,1631 Waterlily Rd Coinjock NC 27923,36.4256294,-75.92572379,https://www.koa.com,1,1,1,
Persimmon Creek Camp Ground,(828) 644-5800,200 Sunny Point Rd Murphy NC 28906,35.03288901,-84.20794796,https://www.persimmoncreekrvpark.com,1,,,
Pines RV Park & Cabins,(828) 524-4490,4724 Murphy Rd Franklin NC 28734,35.15121269,-83.46591402,https://www.thepinesrvpark.com,1,,1,
Pride RV Resort,(828) 926-1645,4394 Jonathan Creek Rd Waynesville NC 28785,35.58354908,-83.01167348,https://www.pridervresort.com,1,1,1,
Raccoon Holler Campground,(336) 982-2706,493 Raccoon Hollow Rd Jefferson NC 28640,36.35693483,-81.37404675,https://www.raccoonholler.com,1,1,,
River Breeze Campground,(828) 000-1111,100 Riverbreeze Rd Marion NC 28752,35.71118549,-82.03251563,https://www.riverbreezecampground.com,1,1,,
Riverhouse RV Resrt-Campground,(828) 646-0303,4744 Pisgah Dr Canton NC 28716,35.4804208,-82.88107398,https://www.riverhouservresort.com,1,1,,
Rivers Edge Family Campground,(252) 559-3603,149 Tempe Gut Rd Bayboro NC 28515,35.15936842,-76.69374298,https://www.riversedgefamilycampground.com,1,,1,
Rutledge Lake Travel Park-Cbns,(828) 654-7873,125 Jillian Trl Fletcher NC 28732,35.44084131,-82.52159474,https://www.ashevillervpark.co,1,,1,
S & W RV Park,(910) 754-8576,532 Holden Beach Rd SW # 130 Shallotte NC 28470,33.97601464,-78.34914602,https://www.holdenbeachandshallottenccampground.com,1,,,
Sands of Time Campground,(252) 995-5596,40523 N End Rd Avon NC 27915,35.35461409,-75.50740779,https://www.sandsoftimecampground.com,1,1,1,
Seamist Camping Resort,(910) 754-8916,4616 Devane Rd SW South Brunswick NC 28470,33.90600326,-78.39146711,https://www.seamistcampingresort.com,1,1,1,
Simple Life Campground,(828) 479-6161,88 Lower Mtn Crk Robbinsville NC 28771,35.33564927,-83.80342176,https://www.thesimplelifecampground.com,1,1,1,
Smoky Mountain Campground,(828) 488-3302,1840 W Deep Creek Rd Bryson City NC 28713,35.45703216,-83.4390386,https://www.smokymtncampground.com,1,1,1,
Smoky Mountain Meadows,(828) 488-3672,755 E Alarka Rd Bryson City NC 28713,35.37641911,-83.45468246,https://www.smokymtnmeadows.com,1,1,1,
Smoky Mountain Outdoors Unltd,(828) 488-9711,1012 E Alarka Rd Bryson City NC 28713,35.37675255,-83.45393215,https://www.smokymountainoutdoorsunlimited.com,,1,1,
Spacious Skies Campgrounds,(828) 652-7208,1210 Deacon Dr Marion NC 28752,35.65760262,-81.93734558,https://www.campathiddencreek.com,1,1,1,
Spring Valley RV Campground,(910) 495-4887,4428 US Highway 301 S Hope Mills NC 28348,34.95918063,-78.92114967,https://www.springvalleyrv.com,1,,,
Statesville/I-77 KOA Journey,(704) 873-5560,162 Koa Ln Statesville NC 28677,35.73224664,-80.85805164,https://www.koa.com,1,1,1,
Steele Creek Park,(828) 433-5660,7081 Nc 181 Morganton NC 28655,35.87986514,-81.79496616,https://www.steelcreekpark.com,1,1,,
Stonebridge Campground,(828) 926-1904,1786 Soco Rd Maggie Valley NC 28751,35.51629409,-83.05929111,https://www.stonebridgecampgrounds.com,1,1,1,
Stoney Fork Campground + B & B,(336) 973-5299,2199 Mount Zion Rd Ferguson NC 28624,36.1264327,-81.38733642,https://www.stoneyforkcampground.com,1,,,
Sundowner RV Village,(828) 389-3241,42 Sundowner Cir Hayesville NC 28904,34.99481132,-83.82301887,https://www.sundownerrvvillage.net,1,,,
Thousand Trails Green Mountain,(828) 758-7766,2495 Dimmette Rd Lenoir NC 28645,35.96669153,-81.51663778,https://thousandtrails.com/north-carolina/green-mountain-park/?utm_source=yext&utm_medium=directory&utm_campaign=Yext%20Directory%20Listing,1,1,1,
Timberlake Campground,(828) 497-7320,3270 Conleys Creek Rd Whittier NC 28789,35.39293424,-83.35319773,https://www.timberlakefamilycampground.com,1,1,1,
Town Mountain Travel Park,(828) 697-6692,48 Town Mountain Rd Hendersonville NC 28792,35.29551416,-82.42622058,https://www.townmountaintravelpark.com,1,,1,
Trail Busters,(336) 708-1466,142 Henry Martin Trl Statesville NC 28625,35.98628896,-80.98846388,https://www.lovevalleytrailbusters.com,1,,1,
Tranters Creek Resrt Cmpgrnd,(252) 948-0850,6573 Clarks Neck Rd Washington NC 27889,35.56552815,-77.10399648,https://www.tranterscreekresort.com,1,,1,
Tumbling Waters Campground,(828) 479-3814,1612 Panther Creek Rd Almond NC 28702,35.37644289,-83.6296187,https://www.tumblingwaters.com,1,1,1,
Turkey Creek Campground,(828) 488-8966,135 Turkey Creek Rd Almond NC 28702,35.37742527,-83.57527583,https://www.turkey-creek.com,1,1,,
Van Hoy Farms Family Cmpgrnd,(704) 539-5493,738 Jericho Rd Harmony NC 28634,36.00318399,-80.83234927,https://www.vanhoyfarms.com,1,1,1,1
Vanderpool Campground,(828) 297-3486,120 Campground Rd Vilas NC 28692,36.26572586,-81.75972746,https://www.vanderpoolcampground.com,1,1,,
Whispering Pines Campground,(302) 000-1111,2791 Highway 24 Newport NC 28570,34.72649936,-76.92798761,https://www.rvonthego.com/north-carolina/whispering-pines-campground/,1,,,
White Oak River Campground,(910) 595-4163,7660 New Bern Hwy Maysville NC 28555,34.88959723,-77.23439404,https://www.whiteoakrivercampground.com,1,1,,
White Oak Shores Campground,(252) 393-3244,400 Wetherington Landing Rd Stella NC 28582,34.77737205,-77.1410702,https://thousandtrails.com/north-carolina/white-oak-shores/?utm_source=yext&utm_medium=directory&utm_campaign=Yext%20Directory%20Listing,1,,,
Wilderness Cove Campground,(828) 749-9100,3772 Green River Cove Rd Saluda NC 28773,35.27369736,-82.30617437,https://www.nctubing.com,1,1,1,
Wilmington KOA Holiday,(910) 686-7705,7415 Market St Wilmington NC 28411,34.27782631,-77.81413332,https://www.koa.com,1,1,1,
Winners RV Park,(910) 458-1098,601 Lake Park Blvd N Carolina Beach NC 28428,34.03833763,-77.89426534,https://www.winnersrvpark.com,1,,,
Yancey County Toe River,(828) 675-5104,225 Patience Park Rd Burnsville NC 28714,35.87116334,-82.203734,https://www.toerivercampground.com,1,,,
Yogi Bear's Jellystone Park,(910) 653-2155,626 Richard Wright Rd Tabor City NC 28463,34.15424189,-78.85054084,https://www.taborcityjellystone.com,1,1,1,
Yogi In the Smokies,(828) 929-3869,317 Galamore Bridge Rd Cherokee NC 28719,35.5573709,-83.26118781,https://www.jellystonecherokee.com,1,1,1,
Zooland Family Campground,(336) 628-8257,3671 Pisgah Covered Bridge Rd Asheboro NC 27205,35.6032686,-79.85092351,https://www.zoolandfc.com,1,1,,
Asheville Bear Creek RV Park,(828) 253-0798,81 S Bear Creek Rd Asheville NC 28806,35.5584317,-82.60586809,https://www.ashevillebearcreek.com,1,,1,
Camp Hatteras RV Resrt-Cmpgrnd,(252) 987-2777,24798 Nc Highway 12 Rodanthe NC 27968,35.58010151,-75.46722388,https://www.camphatteras.com,1,,1,
Greystone RV Park,(336) 368-5588,1166 Pilot Knob Park Rd Pinnacle NC 27043,36.3405767,-80.44982491,https://www.greystonervpark.com,1,,,
Lake James Camping Resort,(828) 584-0190,5786 Benfields Landing Rd Nebo NC 28761,35.73447393,-81.86375504,https://www.lakejamescampingresortandmarina.com,1,,1,
Lakeside Retreats @ Walnut Hl,(919) 373-5521,4521 Mial Plantation Rd Raleigh NC 27610,35.73265212,-78.45055698,https://www.lakesideretreats.land,,,1,
Raleigh Oaks RV Resrt-Cottages,(919) 934-3181,527 US Highway 701 S Four Oaks NC 27524,35.45039774,-78.38838045,https://www.raleighoaksrvresort.com,1,,1,
Topsail Sound Campground,(910) 329-0500,734 Morris Landing Rd Holly Ridge NC 28445,34.47228382,-77.51111118,https://www.thousandtrails.com,1,,,
Triple Creek Partnership LLC,(828) 000-1111,87 Horton Rd Murphy NC 28906,35.20050234,-84.08487793,https://www.jandjsgetaway.com,1,1,,
Cherokee/Great Smokies KOA,(828) 497-9711,92 Koa Campground Rd Cherokee NC 28719,35.53249495,-83.28351141,https://www.koa.com,1,1,1,
Down By the River Campground,(828) 733-5057,292 River Campground Rd Pineola NC 28662,36.0255182,-81.89534174,https://www.downbytherivercampground.com,1,,,
Osprey Nest Campground,(252) 926-4491,6234 Piney Woods Rd Fairfield NC 27826,35.54503112,-76.20600935,https://www.visitnc.com/listing/DUMJ/osprey-nest-campground,1,,,
Asheville East KOA Holiday,(828) 686-3121,2708 US 70 Hwy Swannanoa NC 28778,35.601273,-82.374308,https://www.koa.com,1,1,1,
Mile High Campground,(828) 269-2945,346 Balsam Mountain Rd Cherokee NC 28719,35.51391,-83.186176,https://www.milehighcampground.com,1,1,1,
Standing Indian Campground,(828) 369-0442,2037 Stndg Ind Campgd Rd Franklin NC 28734,35.075951,-83.52862,https://www.fs.usda.gov/recarea/nfsnc/null/recarea/?recid=48668&actid=29,1,1,,
Badin Lake Group Camp,(910) 576-6391,Kings Mountain Point Rd Troy NC 27371,35.451394,-80.071335,https://www.recreation.gov/camping/campgrounds/233911,1,1,,
North Beach Campground,(252) 987-2378,23781 N Carolina Highway 1 Rodanthe NC 27968,35.593978,-75.465736,https://www.northbeachcampground.com,1,1,,
Bandb RV Park,(336) 598-1144,5001 Boston Rd Roxboro NC 27574,36.448259,-78.934732,https://www.bandbcountryrvpark.com,1,,,
Springhill Park,(919) 967-4268,110 Coachman Rd # 1A Chapel Hill NC 27516,35.900262,-79.169931,https://www.springhillpark.com,1,,,
Whispering Pines Campground,(252) 726-4902,25 Whispering Pnes Newport NC 28570,34.72475,-76.929264,https://www.rvonthego.com/north-carolina/whispering-pines-campground/,1,1,,
Ocean Waves Campground,(252) 987-2556,25313 Highway 12 Waves NC 27982,35.571552,-75.465535,https://www.oceanwavescampground.com,1,1,,
Brunswick Beaches Campground,(910) 579-7562,7200 Brunswick Beaches Dr SW Sunset Beach NC 28468,33.935482,-78.507238,https://www.roadville.com,1,1,1,
Apple Valley Travel Park,(828) 685-8000,1 Apple Orchard Rd Hendersonville NC 28792,35.360975,-82.419717,https://www.applevalleytravelpark.com,1,,,
Camp Hatteras,(252) 987-2777,24798 North Carolina Highway 1 Rodanthe NC 27968,35.583532,-75.468409,https://www.camphatteras.com,1,1,,
Lazy J Campground,(828) 966-3834,1237 Parkway Rd Rosman NC 28772,35.156658,-82.832875,https://www.lazyjcampground.com,1,1,,
Linville Falls Campground RV,(828) 765-2681,717 Gurney Franklin Rd Linville Falls NC 28647,35.956162,-81.951942,https://www.linvillefalls.com,1,1,1,
Manning RV Campsite,(252) 341-4241,2859 Sunny Side Rd Greenville NC 27834,35.613916,-77.269927,https://www.manningrvcampground.com,1,,,
Miller's Campground,(336) 359-2828,33 Campground Rd Laurel Springs NC 28644,35.591211,-82.49611,https://www.millerscamping.com,1,1,,
Murphy/Peace Vly KOA Holiday,(828) 837-6223,117 Happy Valley Rd Marble NC 28905,35.123348,-83.990609,https://www.koa.com,1,1,1,
Franklin RV Park & Campground,(828) 349-6200,230 Old Addington Bridge Rd Franklin NC 28734,35.123307,-83.395929,https://www.franklinrvpark.com,1,,,
Tuckasegee RV Resort,(828) 497-3598,78 Wilmont Rd Whittier NC 28789,35.403382,-83.313697,https://www.tuckaseegeervresort.com,1,,,
Yogi Bear’s Jellystone Park Camp-Resort Golden Valley,(919) 498-4466,"182 Jellystone Parkway, Bostic, NC 28018",35.502591,-81.792558,https://campgoldenvalley.com,1,1,1,
The Pint Sized Pasture,,"1525 Fire Tower Rd, Sanford, NC 27330",35.4464832,-79.1878277,https://www.thepintsizedpasture.com,,1,,1
Appalachian Pond Campground,(828) 400-9800,828 Qualla Rd Waynesville NC 28785,35.57670047,-83.00584129,https://www.appalachianpondcampground.com,1,1,1,
Sandy Run,(862) 777-0319,"821 LAZY ACRES ST, FAYETTEVILLE, NC 28306",34.9746485,-78.8867901,https://spaciousskiescampgrounds.com/sandy-run/,1,1,,
Hidden Creek,(862) 777-0319,"1210 DEACON DRIVE_, MARION NC, 28752",35.657758,-81.937354,https://spaciousskiescampgrounds.com/hidden-creek/,1,1,,
Bear Den Campground,(828) 765-2888,600 Bear Den Mountain Rd Spruce Pine NC 28777,35.89353375,-81.97464786,https://spaciousskiescampgrounds.com/bear-den/,1,1,,
Bell's Island Campground,(252) 232-2590,769 Bells Island Rd Currituck NC 27929,36.4198955,-75.96425758,http://bellsislandcamp.com,1,1,,
Campfire Lodgings,(828) 658-8012,116 Appalachian Village Rd Asheville NC 28804,35.65902117,-82.59136656,https://www.campfirelodgings.com,1,1,1,
South Core Banks Beach Campground,(252) 728-2250,North Carolina 28524,34.76243305,-76.40977677,https://www.nps.gov/calo/planyourvisit/camping.htm,1,1,,
Cape Woods Campground & Cabins,(252) 995-5850,47649 Buxton Back Rd Buxton NC 27920,35.26496855,-75.54125256,https://www.capewoods.com,1,1,1,
Cotton Patch Gold Mine,(704) 463-5797,41697 Gurley Rd New London NC 28127,35.43552356,-80.18632909,http://www.cottonpatchgoldmine.com/index.html,1,1,1,
Creekside RV Park,(828) 837-4123,68 Old Peachtree Rd Marble NC 28905,35.13752413,-83.97733493,https://www.peachtreecove.com,1,,,
Cross Country Campgrounds,(704) 483-5897,6254 Highway 150 E # 45 Denver NC 28037,35.57225843,-81.04157914,https://www.visithickorymetro.com/listing/cross-country-campground/218/,1,,,
Cross Winds Family Campground,(336) 853-4567,160 Campground Ln Linwood NC 27299,35.73209962,-80.38196775,https://crosswindsfamilycampground.com,1,,,
Cullasaja River RV Park,(828) 524-2559,6269 Highlands Rd Franklin NC 28734,35.1417554,-83.29716184,https://campnc.com,1,,,
Deer Park Campground,(828) 659-8855,418 Deer Park Resort Dr Nebo NC 28761,35.66203142,-81.88062042,https://www.facebook.com/p/Deer-Park-Campground-LLC-100070378053225/,1,1,,
Fort Tatham RV Resrt-Cmpgrnd,(828) 586-6662,175 Tathams Creek Rd Sylva NC 28779,35.2924892,-83.27181234,https://www.sunoutdoors.com/north-carolina/sun-retreats-nantahala?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,1,,1,
Fulchers Landing Campground,(910) 327-1300,326 Campground Dr Sneads Ferry NC 28460,34.56286935,-77.38562582,https://sneadsferryrvparks.com/fulchers-landing-campground/,1,,,
Golden Pond Campground,(704) 202-8812,1155 Keener Pl Salisbury NC 28146,35.67723447,-80.35796546,https://goldenpondrvpark.weebly.com/amenities.html,1,,,
Grumpy Bear Campground,(828) 788-2095,2030 Old River Rd Bryson City NC 28713,35.43248978,-83.41734038,https://grumpybearcampground.com,1,,1,
Boone KOA Holiday, (828) 264-7250,123 Harmony Mountain Ln Boone NC 28607,36.25808778,-81.6641465,https://koa.com/campgrounds/boone/?utm_source=google&utm_medium=organic&utm_campaign=gbp,1,1,1,
Helton Creek Campground,(336) 384-3474,2145 Helton Rd Grassy Creek NC 28631,36.54785301,-81.44522529,https://www.visitnc.com/listing/txzo/helton-creek-campground,1,1,,
Hiddenite Family Campground,(828) 632-3815,601 Princess Ln Hiddenite NC 28636,35.89407969,-81.04143327,http://www.hiddenitecampground.com,1,1,,
High Country Motorcycle Camp,(336) 973-3911,765 Stony Fork Rd Ferguson NC 28624,36.15764748,-81.45397056,http://www.highcountrymotorcyclecamp.com,1,1,1,
Hillbilly Campground,(828) 926-3353,4115 Soco Rd Maggie Valley NC 28751,35.51788172,-83.0970419,http://www.hillbillycampground.com,1,,,
Holden Beach RV & Campground,(910) 842-1809,"2886 Holden Beach Rd SW,  Supply, NC 28462 ",33.9306214,-78.2843502,https://www.hbrv.net,1,1,,
Homeplace Recreational Park,(336) 374-5173,258 Homeplace Park Rd Ararat NC 27007,36.39571745,-80.5869462,http://www.homeplacepark.com,1,1,,
Horseshoe Bend Family Cmpgrnd,(828) 438-8659,6675 Nc 181 Morganton NC 28655,35.86713933,-81.79399296,https://www.horseshoebendcamping.com,1,1,,
Indian Creek Campground,(828) 497-4361,1367 Bunches Creek Rd Cherokee NC 28719,35.54833341,-83.23003989,http://www.indiancreekcampground.com,1,1,1,
Indian Springs Campground,(828) 397-5700,4361 Whitener Dr Hickory NC 28602,35.69780012,-81.4184766,http://www.indianspringscampgroundnc.com,1,,,
Joe & Kay's Campground,(252) 441-5468,1193 Colington Rd Kill Devil Hills NC 27948,36.01526374,-75.68412635,https://www.facebook.com/joekaycampground/,,1,,
Lake James Landing,(828) 652-2907,4510 Lake James Rd Marion NC 28752,35.73256793,-81.98525473,http://lakejameslandingrv.com/events.htm,1,1,,
Linney's Mill,(704) 592-2075,4635 Linneys Mill Rd Union Grove NC 28689,36.02687425,-81.02481661,http://linneysmill.com/Camping.html,,1,,
Linville Fall Trailer,(828) 765-2681,717 Gurney Franklin Rd Newland NC 28657,35.95693139,-81.9528908,https://linvillefalls.com,1,1,1,
Mayberry Campground,(336) 789-6199,114 Bunker Rd Mt Airy NC 27030,36.45225093,-80.63609638,http://www.mayberrycampground.com,1,1,,
Norwood Camping Resort,(704) 474-3800,1216 Berry Hill Dr Norwood NC 28128,35.249308,-80.1027632,https://www.norwoodcampground.com,1,1,,
Ocean Breeze Family Camping,(910) 842-8310,2717 Destiny Catilyn Ave SW Supply NC 28462,33.933573,-78.2631812,http://www.oceanbreezefamilycampground.com/home.html,1,,,
Park Place RV Park,(828) 693-3831,501 S Allen Rd Flat Rock NC 28731,35.29713855,-82.41565913,http://www.parkplacervpark.com,1,,,
R V Resort At Carolina Cross,(252) 538-9776,415 Wallace Fork Rd Roanoke Rapids NC 27870,36.4066845,-77.62527447,http://033b649.netsolhost.com/home.html,1,,1,
Racetrack Campground,(910) 582-4673,490 Fox Rd Marston NC 28363,34.94986403,-79.63999802,https://racetrackcampground.square.site,1,,,
Mohawk RV- Troutman,(704) 873-8820,286 Log Dr Statesville NC 28677,35.7264865,-80.79281664,https://mohawkrv.com,1,,,
Rvacation Campground,(919) 965-5923,428 Campground Rd Selma NC 27576,35.53186091,-78.25992603,https://northpointervresort.com,1,,,
Sandy Creek Family Campground,(336) 957-8525,969 Traphill-Brown Rd Traphill NC 28685,36.36971468,-81.04669668,https://sandycreekfamilycampground.weebly.com,1,1,,
Sandy Point Resort Campground,(252) 429-3094,176 Sandy Point Dr Knotts Island NC 27950,36.54806638,-76.00713527,https://sandypointresortcampground.com,1,1,1,
Surf City Family Campground,(910) 328-4281,2460 Island Dr N Topsail Beach NC 28460,34.45128838,-77.501959,https://www.facebook.com/SurfCityFamilyCampground,1,1,,
Teeter's Campground,(252) 588-2030,200 British Cemetery Rd Ocracoke NC 27960,35.11586194,-75.98175085,http://www.teeterscampground.com,1,1,,
